añomat,latitud,longitud
2011,5.0598202,-75.47625
2011,5.0680799,-75.512833
2011,5.0679998,-75.516861
2011,5.0690999,-75.519241
2011,5.0518699,-75.488708
2011,5.0634398,-75.476158
2011,-43.24921,-65.314934
2011,5.06919,-75.517639
2011,5.0651798,-75.498459
2011,5.0362201,-75.5355
2011,5.0682998,-75.516243
2011,,
2011,5.06741,-75.50766
2011,5.0685201,-75.512321
2011,5.0564198,-75.483467
2011,5.05861,-75.525017
2011,5.0669999,-75.515999
2011,5.0715199,-75.516693
2011,5.08671,-75.488731
2011,5.0626998,-75.520088
2011,5.0606899,-75.493401
2011,5.053,-75.4991
2011,5.06568,-75.509529
2011,5.0872998,-75.489189
2011,5.0873899,-75.488068
2011,5.06568,-75.509529
2011,,
2011,5.0671101,-75.516632
2011,5.0678101,-75.511337
2011,5.0710602,-75.51899
2011,5.0672798,-75.522667
2011,5.0313001,-75.463791
2011,5.0625901,-75.513901
2011,5.0708399,-75.5177
2011,5.0322099,-75.46627
2011,5.06812,-75.516861
2011,5.0694599,-75.509666
2011,5.0573902,-75.485023
2011,5.0699,-75.516251
2011,,
2011,5.0514002,-75.488853
2011,5.0619302,-75.495506
2011,5.0623398,-75.49437
2011,5.0527802,-75.48642
2011,5.06703,-75.521278
2011,5.0689802,-75.513908
2011,5.05164,-75.48951
2011,5.07406,-75.519691
2011,5.0461602,-75.482117
2011,5.1034899,-75.552429
2011,5.0690699,-75.514282
2011,5.0672002,-75.517967
2011,5.0563698,-75.487747
2011,5.0602398,-75.509872
2011,5.0638199,-75.500839
2011,5.0681801,-75.519478
2011,5.0597801,-75.518639
2011,5.0535202,-75.493919
2011,5.0591202,-75.514954
2011,5.06429,-75.497818
2011,5.06147,-75.500031
2011,5.0490999,-75.490898
2011,5.0625601,-75.495239
2011,5.0675001,-75.526367
2011,5.05126,-75.48719
2011,5.06988,-75.516922
2011,5.0686898,-75.51458
2011,5.0534201,-75.490273
2011,5.06778,-75.53241
2011,5.0541902,-75.486488
2011,5.0654202,-75.523087
2011,,
2011,5.06424,-75.475319
2011,5.0598302,-75.471832
2011,5.0690699,-75.513924
2011,5.0328202,-75.468353
2011,5.05024,-75.502373
2011,5.0631599,-75.514023
2011,5.0680399,-75.523689
2011,5.0721202,-75.518623
2011,5.0646501,-75.507553
2011,5.0791702,-75.525681
2011,5.0678201,-75.485931
2011,5.0694599,-75.509666
2011,5.05865,-75.486839
2011,5.05093,-75.498642
2011,5.0682998,-75.516243
2011,5.0689802,-75.51564
2011,5.06568,-75.509529
2011,5.06568,-75.509529
2011,6.0729699,-75.026642
2011,5.0683799,-75.514931
2011,5.0611,-75.489723
2011,5.0541401,-75.499313
2011,5.0489502,-75.482986
2011,5.06743,-75.521179
2011,5.0636601,-75.496147
2011,5.0636802,-75.4702
2011,5.0571499,-75.486061
2011,5.0683899,-75.494232
2011,5.0628099,-75.498482
2011,5.06885,-75.495163
2011,5.06844,-75.513237
2011,5.0313802,-75.464142
2011,5.0682702,-75.513229
2011,5.06879,-75.509651
2011,5.0323701,-75.464073
2011,5.0722499,-75.515648
2011,,
2011,5.0654101,-75.523148
2011,5.0558901,-75.48568
2011,5.0693698,-75.521446
2011,5.0813799,-75.489388
2011,5.07234,-75.516899
2011,5.0517602,-75.486771
2011,5.0646501,-75.507553
2011,5.0545101,-75.513863
2011,5.0680199,-75.514091
2011,5.06738,-75.51384
2011,5.0623398,-75.493408
2011,5.0682402,-75.513222
2011,5.03304,-75.466812
2011,5.06774,-75.514771
2011,5.0696902,-75.511772
2011,5.06496,-75.492859
2011,5.0869999,-75.488808
2011,5.0704098,-75.5131
2011,5.0490999,-75.490898
2011,5.06145,-75.524117
2011,5.0679698,-75.5271
2011,5.06568,-75.509529
2011,5.0481501,-75.479111
2011,5.0708399,-75.5177
2011,5.0598302,-75.488808
2011,5.0607901,-75.488739
2011,5.08571,-75.489403
2011,5.0708799,-75.518623
2011,5.0704999,-75.516876
2011,5.0525599,-75.480331
2011,5.0658998,-75.503326
2011,5.05792,-75.486771
2011,5.0609598,-75.480652
2011,5.0661201,-75.505371
2011,5.06774,-75.520653
2011,5.0598102,-75.47464
2011,5.0581398,-75.524261
2011,5.0680799,-75.512833
2011,5.0558901,-75.48568
2011,5.0585899,-75.487823
2011,5.0694599,-75.509666
2011,5.0696001,-75.516327
2011,5.0704002,-75.519531
2011,5.0694599,-75.509666
2011,5.06568,-75.509529
2011,5.07335,-75.524979
2011,5.0560699,-75.485878
2011,5.0666699,-75.516792
2011,5.0697999,-75.512863
2011,5.0474601,-75.478722
2011,5.0710602,-75.51899
2011,5.0418401,-75.50238
2011,5.0693002,-75.520172
2011,5.0504799,-75.48793
2011,5.0552201,-75.486359
2011,5.05792,-75.486908
2011,5.0706701,-75.513557
2011,5.0531101,-75.499718
2011,5.0683198,-75.522682
2011,5.0584202,-75.488739
2011,5.0655899,-75.503021
2011,5.0668201,-75.51284
2011,5.0633402,-75.515869
2011,5.0314002,-75.461082
2011,5.0632401,-75.495796
2011,5.0616298,-75.519653
2011,5.07552,-75.485703
2011,5.0686798,-75.519814
2011,5.0322099,-75.46627
2011,5.0560198,-75.497177
2011,5.0732698,-75.511192
2011,5.0501199,-75.485283
2011,5.06774,-75.514702
2011,5.05335,-75.481552
2011,5.0580802,-75.487991
2011,5.03267,-75.466797
2011,5.0541401,-75.484901
2011,5.0696998,-75.522758
2011,5.0725398,-75.500061
2011,5.0311298,-75.476128
2011,5.0716,-75.51767
2011,5.06564,-75.508141
2011,5.05337,-75.49472
2011,5.0630498,-75.511337
2011,5.0641799,-75.519539
2011,,
2011,5.0668502,-75.518387
2011,5.0682201,-75.518494
2011,5.0627699,-75.49678
2011,5.0288,-75.469208
2011,5.0668702,-75.517464
2011,5.08284,-75.489532
2011,6.2619901,-75.556931
2011,5.0654898,-75.478172
2011,5.0692,-75.489868
2011,5.0646501,-75.507553
2011,5.0672898,-75.521362
2011,5.0633402,-75.515869
2011,5.0646901,-75.504128
2011,5.06603,-75.523163
2011,5.0655198,-75.500504
2011,5.0668898,-75.517464
2011,5.06743,-75.51152
2011,5.0571499,-75.486061
2011,5.0606899,-75.480682
2011,5.0479102,-75.483017
2011,5.06671,-75.512062
2011,,
2011,5.06428,-75.49752
2011,5.06703,-75.515427
2011,5.0658898,-75.496628
2011,,
2011,5.0716,-75.51767
2011,5.0583901,-75.506279
2011,5.0646501,-75.507553
2011,5.0648899,-75.512123
2011,5.0713801,-75.518341
2011,5.0669999,-75.489761
2011,5.0544901,-75.504013
2011,5.0520501,-75.492088
2011,1.19398,-77.268517
2011,5.0726399,-75.518646
2011,5.0720601,-75.517708
2011,5.0840302,-75.48867
2011,5.0673199,-75.519569
2011,5.0679998,-75.523331
2011,5.0707898,-75.515312
2011,5.0598202,-75.517776
2011,5.07547,-75.519379
2011,6.0471902,-74.55687
2011,5.06918,-75.512268
2011,5.0677299,-75.515289
2011,5.06076,-75.519676
2011,5.0647302,-75.490883
2011,5.0680099,-75.522598
2011,5.0692601,-75.519173
2011,5.0500598,-75.486504
2011,5.0721202,-75.518349
2011,5.0689402,-75.513908
2011,5.0364199,-75.445282
2011,5.06457,-75.523788
2011,5.0364199,-75.445282
2011,5.0599599,-75.504387
2011,5.0643101,-75.502998
2011,5.0548501,-75.488007
2011,5.0675201,-75.519409
2011,5.0678802,-75.502373
2011,5.0296798,-75.455833
2011,5.0499701,-75.479156
2011,5.0692301,-75.490601
2011,,
2011,5.0461602,-75.482117
2011,5.0624199,-75.478638
2011,5.06809,-75.51886
2011,5.0458398,-75.481789
2011,5.0641398,-75.503448
2011,5.0646501,-75.507553
2011,5.0690799,-75.519867
2011,5.0672898,-75.515137
2011,5.0637598,-75.50679
2011,5.06848,-75.489662
2011,5.0662699,-75.526222
2011,5.072,-75.518349
2011,5.0681,-75.518799
2011,5.0535202,-75.493919
2011,5.06744,-75.513573
2011,5.0829201,-75.513527
2011,5.0614901,-75.519569
2011,5.0335002,-75.457588
2011,5.0615301,-75.500122
2011,5.0653801,-75.524101
2011,5.0672898,-75.515137
2011,5.0760498,-75.519829
2011,5.0493302,-75.482727
2011,5.0651999,-75.516678
2011,5.0317202,-75.465797
2011,5.0706902,-75.519257
2011,5.0646501,-75.507553
2011,5.06674,-75.486389
2011,5.0699801,-75.513931
2011,5.0720401,-75.529633
2011,5.0606699,-75.490173
2011,5.04597,-75.482323
2011,5.0839701,-75.526199
2011,5.0778198,-75.490898
2011,5.0358701,-75.472542
2011,5.07406,-75.519691
2011,5.0648398,-75.495918
2011,5.0646501,-75.507553
2011,5.0557699,-75.506371
2011,5.0560699,-75.485878
2011,5.0679498,-75.516098
2011,5.06078,-75.490417
2011,5.0633101,-75.46994
2011,5.0673099,-75.514648
2011,5.05126,-75.481583
2011,5.0717001,-75.51812
2011,5.0682998,-75.516243
2011,5.0694599,-75.509666
2011,5.0705299,-75.520561
2011,5.0590301,-75.490707
2011,5.0665302,-75.519028
2011,5.06704,-75.52121
2011,5.0529299,-75.49823
2011,5.0759101,-75.487572
2011,5.0794301,-75.48735
2011,5.0717001,-75.51973
2011,5.0672698,-75.516006
2011,5.0686002,-75.492661
2011,5.0658798,-75.501129
2011,5.0598202,-75.517776
2011,5.06705,-75.510353
2011,5.0637598,-75.50679
2011,5.0687399,-75.530937
2011,5.0364199,-75.445282
2011,5.0529299,-75.49823
2011,5.06916,-75.519173
2011,5.0678501,-75.518532
2011,5.0761199,-75.486313
2011,5.0672302,-75.484543
2011,5.0707502,-75.519821
2011,5.0685601,-75.492973
2011,5.0602999,-75.523941
2011,5.05791,-75.486633
2011,5.0646501,-75.507553
2011,5.0728202,-75.503967
2011,5.0556798,-75.485451
2011,5.0689602,-75.513908
2011,5.06533,-75.495796
2011,5.0763798,-75.486183
2011,5.0605402,-75.493301
2011,5.06568,-75.509529
2011,5.0631599,-75.495728
2011,5.0516701,-75.49633
2011,5.0615602,-75.491638
2011,5.0296602,-75.537987
2011,5.0582299,-75.475456
2011,5.0672998,-75.522682
2011,5.05058,-75.52578
2011,5.0332298,-75.462341
2011,5.0654898,-75.478172
2011,5.0646501,-75.507553
2011,5.0636201,-75.496109
2011,5.0545902,-75.508926
2011,5.0671401,-75.49897
2011,5.0648098,-75.521606
2011,5.0646501,-75.507553
2011,5.0676398,-75.522438
2011,5.0310502,-75.462791
2011,5.06425,-75.498741
2011,5.0635099,-75.52401
2011,5.0645299,-75.499367
2011,5.0646501,-75.507553
2011,5.06462,-75.497398
2011,5.0837302,-75.487793
2011,5.0638599,-75.514908
2011,5.0465999,-75.479424
2011,5.0740499,-75.519363
2011,5.0352402,-75.468948
2011,5.0665598,-75.488922
2011,5.0626998,-75.518471
2011,5.0756998,-75.491447
2011,5.07652,-75.527527
2011,5.0608702,-75.480614
2011,5.05334,-75.496017
2011,5.0636301,-75.496117
2011,5.03127,-75.462578
2011,,
2011,5.0700798,-75.51754
2011,5.0493598,-75.482742
2011,5.0666299,-75.49807
2011,5.0630598,-75.523857
2011,5.0639901,-75.497063
2011,6.21631,-75.58654
2011,5.0310702,-75.461121
2011,5.0646701,-75.520073
2011,5.0694599,-75.509666
2011,5.0671701,-75.499222
2011,5.0686798,-75.519814
2011,,
2011,5.0625901,-75.495338
2011,5.0661998,-75.51152
2011,5.0686402,-75.521049
2011,5.0673299,-75.519707
2011,5.06779,-75.519402
2011,5.0625401,-75.498489
2011,5.0669498,-75.507721
2011,5.0669699,-75.516808
2011,5.052,-75.526207
2011,5.0690398,-75.520653
2011,5.0546498,-75.484802
2011,5.0535302,-75.514
2011,5.0490999,-75.490898
2011,5.06744,-75.502022
2011,5.0552001,-75.506851
2011,5.0664301,-75.520432
2011,5.0690999,-75.50988
2011,5.0669599,-75.51722
2011,5.0537,-75.526512
2011,5.0722499,-75.49971
2011,5.05198,-75.497742
2011,5.0776601,-75.523483
2011,5.0518398,-75.492287
2011,5.0654402,-75.521881
2011,5.0714598,-75.524002
2011,5.06744,-75.502022
2011,5.07305,-75.518402
2011,5.0668302,-75.519981
2011,5.0559802,-75.485779
2011,5.0664501,-75.519722
2011,5.0654898,-75.478172
2011,5.06108,-75.51355
2011,5.0529299,-75.49823
2011,5.0757699,-75.488632
2011,5.0752401,-75.524963
2011,5.0688701,-75.516563
2011,5.0708799,-75.511429
2011,5.0680799,-75.512833
2011,5.0598202,-75.488831
2011,5.0665898,-75.509537
2011,5.0639901,-75.497063
2011,5.0608501,-75.489212
2011,5.0646501,-75.507553
2011,5.0314298,-75.4627
2011,5.0733299,-75.519333
2011,5.0623298,-75.49305
2011,5.0513501,-75.498703
2011,5.05901,-75.503677
2011,5.0653,-75.5047
2011,5.0598402,-75.488808
2011,5.06141,-75.495033
2011,5.03157,-75.463432
2011,5.06459,-75.495758
2011,5.0680799,-75.512833
2011,,
2011,5.0523,-75.480507
2011,5.0597701,-75.507118
2011,5.06534,-75.50499
2011,5.0739398,-75.521278
2011,5.0666199,-75.517052
2011,5.0529299,-75.49823
2011,5.0676098,-75.526123
2011,5.0724902,-75.516411
2011,5.0692801,-75.532204
2011,5.0689301,-75.517632
2011,5.0318098,-75.464478
2011,5.06107,-75.495827
2011,6.5587401,-75.826729
2011,5.0587602,-75.524811
2011,5.06568,-75.509529
2011,5.0681701,-75.517143
2011,5.0668898,-75.502121
2011,5.0554399,-75.485191
2011,5.0356898,-75.471863
2011,5.06774,-75.514862
2011,5.0646501,-75.507553
2011,5.0745702,-75.522141
2011,5.0687599,-75.515221
2011,,
2011,5.0696001,-75.514313
2011,5.0651498,-75.524551
2011,5.0648599,-75.513458
2011,5.0574298,-75.485764
2011,5.0508399,-75.481018
2011,5.06812,-75.518517
2011,5.06845,-75.519417
2011,,
2011,5.0657701,-75.504662
2011,5.0657201,-75.521759
2011,5.0545402,-75.483452
2011,5.0501499,-75.500481
2011,5.0662599,-75.516769
2011,5.0662298,-75.516769
2011,5.0505099,-75.500122
2011,5.0732198,-75.519333
2011,5.0620999,-75.482712
2011,5.0654898,-75.50042
2011,5.0688901,-75.518082
2011,5.0626798,-75.498459
2011,5.0518699,-75.496513
2011,5.0662398,-75.516769
2011,5.0843902,-75.525253
2011,5.0792799,-75.490181
2011,5.06217,-75.523972
2011,5.0689201,-75.51564
2011,5.0637598,-75.50679
2011,5.0631199,-75.4701
2011,5.0571499,-75.486061
2011,5.0670199,-75.521927
2011,5.0671601,-75.510941
2011,5.0692601,-75.529373
2011,5.0563002,-75.484573
2011,5.0583,-75.489578
2011,5.06359,-75.515297
2011,5.0508599,-75.526443
2011,5.0558901,-75.48568
2011,5.0707402,-75.511803
2011,5.0639901,-75.497063
2011,5.0560699,-75.485878
2011,5.06499,-75.517891
2011,5.0694599,-75.509666
2011,5.0572801,-75.486519
2011,5.0728302,-75.516968
2011,5.0654001,-75.502022
2011,5.0668502,-75.514214
2011,5.0693102,-75.520126
2011,5.0621901,-75.498688
2011,5.06743,-75.511322
2011,5.06568,-75.509529
2011,5.06809,-75.519638
2011,5.0658202,-75.501251
2011,5.0654001,-75.520889
2011,5.0669999,-75.516037
2011,5.0693498,-75.510063
2011,5.06288,-75.495857
2011,5.0583,-75.489578
2011,5.0490999,-75.490898
2011,5.06879,-75.509651
2011,5.0675502,-75.51619
2011,5.0638199,-75.500847
2011,5.0563698,-75.511772
2011,5.05194,-75.487343
2011,5.0525999,-75.499443
2011,5.0533099,-75.484268
2011,5.0667,-75.52314
2011,5.0669899,-75.522499
2011,5.0596099,-75.474716
2011,5.0742798,-75.501053
2011,5.0645099,-75.525253
2011,5.0683599,-75.521767
2011,5.03055,-75.459717
2011,5.0678,-75.519173
2011,5.0632401,-75.495796
2011,5.0705199,-75.513779
2011,5.0627699,-75.495552
2011,5.0650001,-75.501556
2011,5.0724902,-75.516434
2011,5.0674801,-75.519073
2011,,
2011,5.05972,-75.490341
2011,5.0663199,-75.517433
2011,,
2011,5.0735202,-75.547211
2011,5.06288,-75.495857
2011,5.06744,-75.50769
2011,5.07195,-75.520554
2011,5.0686002,-75.520439
2011,5.07195,-75.520554
2011,5.0557499,-75.509529
2011,5.08323,-75.489502
2011,5.0680799,-75.512833
2011,5.06568,-75.509529
2011,5.0692301,-75.517639
2011,5.0676599,-75.516548
2011,5.0630598,-75.496819
2011,5.0738301,-75.516533
2011,5.0854702,-75.489571
2011,5.0524502,-75.503189
2011,5.0774002,-75.488541
2011,5.0699401,-75.516602
2011,5.0606098,-75.50132
2011,5.0647702,-75.500328
2011,5.0584602,-75.487503
2011,5.0495501,-75.49926
2011,5.0690498,-75.520523
2011,5.0694599,-75.509666
2011,5.0620699,-75.493591
2011,5.0615702,-75.491661
2011,5.0680699,-75.519127
2011,5.0696201,-75.512672
2011,5.0751901,-75.496307
2011,5.05094,-75.499519
2011,5.0309401,-75.462257
2011,5.0655999,-75.524773
2011,5.0673199,-75.498909
2011,5.0657501,-75.504547
2011,5.06949,-75.518631
2011,5.0693998,-75.525192
2011,5.0559802,-75.485779
2011,5.0648499,-75.520416
2011,5.0458002,-75.481728
2011,5.0666699,-75.523857
